FZ,SR,SA,V,FX,NFX,NFY
-436.81,0.0,0.012,40.28,-26.39,0.0604,0.0281
-444.73,0.0,0.014,40.27,-29.39,0.0661,0.0287
-447.32,0.0,0.017,40.28,-30.07,0.0672,0.0285
-444.03,0.0,0.009,40.28,-35.65,0.0803,0.0224
-435.82,0.0,0.02,40.27,-38.59,0.0886,0.0235
-422.53,0.0,0.024,40.28,-38.86,0.092,0.0217
-410.81,0.0,0.02,40.26,-40.01,0.0974,0.0201
-402.54,0.0,0.018,40.25,-34.62,0.086,0.0213
-399.63,0.0,0.018,40.25,-29.39,0.0735,0.0277
-405.81,0.0,0.002,40.25,-25.02,0.0617,0.032
-418.49,0.0,0.021,40.24,-24.2,0.0578,0.031
-432.79,0.0,0.026,40.21,-24.13,0.0558,0.0295
-439.76,0.0,0.013,40.2,-27.27,0.062,0.0285
-446.68,0.0,0.026,40.18,-30.83,0.069,0.0239
-445.19,0.0,0.004,40.17,-35.06,0.0787,0.0234
-440.62,0.0,0.001,40.16,-37.74,0.0857,0.0212
-429.03,0.0,0.008,40.14,-39.69,0.0925,0.021
-415.16,0.0,0.013,40.14,-41.27,0.0994,0.0219
-404.1,0.0,0.009,40.13,-37.7,0.0933,0.0293
-399.63,0.0,0.01,40.14,-33.41,0.0836,0.0321
-401.33,0.0,0.004,40.14,-27.53,0.0686,0.036
-411.59,0.0,0.001,40.12,-25.99,0.0631,0.0319
-425.93,0.0,0.002,40.13,-23.3,0.0547,0.0307
-437.43,0.0,0.025,40.15,-26.56,0.0607,0.0275
-443.62,0.0,0.007,40.14,-29.3,0.066,0.0258
-445.78,0.0,0.035,40.12,-33.11,0.0743,0.0219
-444.5,0.0,0.026,40.12,-37.44,0.0842,0.0219
-434.81,0.0,0.011,40.13,-40.23,0.0925,0.0212
-424.1,0.0,0.008,40.13,-41.7,0.0983,0.0243
-408.76,0.0,0.021,40.13,-40.37,0.0988,0.0263
-402.0,0.0,0.005,40.13,-34.18,0.085,0.0302
-401.31,0.0,0.001,40.14,-29.65,0.0739,0.0337
-408.85,0.0,0.004,40.14,-25.59,0.0626,0.0353
-420.68,0.0,0.014,40.15,-23.72,0.0564,0.0264
-433.43,0.0,0.014,40.17,-25.7,0.0593,0.026
-440.68,0.0,0.004,40.16,-29.1,0.066,0.0218
-445.78,0.0,0.003,40.17,-31.98,0.0717,0.0198
-444.29,0.0,0.017,40.18,-34.93,0.0786,0.0223
-440.53,0.0,0.018,40.22,-38.56,0.0875,0.0238
-428.96,0.0,0.014,40.24,-40.35,0.0941,0.0257
-417.46,0.0,0.016,40.24,-41.78,0.1001,0.0296
-404.44,0.0,0.016,40.25,-39.61,0.0979,0.0341
-400.51,0.0,0.01,40.24,-34.26,0.0855,0.0319
-404.64,0.0,0.017,40.25,-28.78,0.0711,0.0378
-413.84,0.0,0.017,40.26,-25.73,0.0622,0.0304
-425.5,0.0,0.007,40.26,-22.94,0.0539,0.0265
-437.67,0.0,0.001,40.29,-26.32,0.0601,0.0226
-442.55,0.0,0.004,40.3,-29.22,0.066,0.0203
-446.61,0.0,0.006,40.31,-32.04,0.0717,0.0215
-442.75,0.0,0.018,40.32,-35.67,0.0806,0.0255
-434.32,0.0,0.003,40.29,-38.72,0.0891,0.0276
-423.14,0.0,0.017,40.29,-41.86,0.0989,0.0298
-409.51,0.0,0.002,40.3,-39.68,0.0969,0.0287
-401.53,0.0,0.016,40.3,-34.73,0.0865,0.03
-404.08,0.0,0.018,40.29,-29.78,0.0737,0.0273
-409.99,0.0,0.008,40.29,-25.06,0.0611,0.0277
-422.69,0.0,0.017,40.3,-23.7,0.0561,0.0234
-436.75,0.0,0.012,40.28,-25.42,0.0582,0.0227
-442.92,0.0,0.01,40.27,-26.37,0.0595,0.0234
-449.8,0.0,0.014,40.26,-29.92,0.0665,0.0231
-446.31,0.0,0.004,40.26,-32.59,0.073,0.0265
-438.63,0.0,0.009,40.24,-37.88,0.0864,0.0245
-429.52,0.0,0.002,40.24,-38.99,0.0908,0.0219
-417.73,0.0,0.01,40.23,-39.72,0.0951,0.026
-409.82,0.0,0.006,40.21,-37.24,0.0909,0.0272
-411.39,0.0,0.001,40.19,-31.23,0.0759,0.0219
-424.99,0.0,0.003,40.19,-26.42,0.0622,0.0276
-442.81,0.0,0.012,40.19,-24.21,0.0547,0.0267
-457.62,0.0,0.006,40.16,-24.42,0.0534,0.0316
-468.1,0.0,0.014,40.15,-28.24,0.0603,0.0368
-476.38,0.0,0.011,40.12,-30.19,0.0634,0.036
-479.42,0.0,0.002,40.12,-33.37,0.0696,0.0315
-481.62,0.0,0.01,40.11,-36.28,0.0753,0.0171
-478.9,0.0,0.01,40.09,-41.9,0.0875,0.0022
-469.25,0.0,0.008,40.09,-40.78,0.0869,0.0007
-472.69,0.0,0.008,40.1,-36.27,0.0767,0.0074
-484.86,0.0,0.001,40.1,-31.63,0.0652,0.0166
-500.73,0.0,0.011,40.11,-28.18,0.0563,0.0233
-521.21,0.0,0.005,40.11,-29.38,0.0564,0.0219
-538.99,0.0,0.024,40.11,-29.72,0.0551,0.0178
-553.01,0.0,0.014,40.11,-33.39,0.0604,0.0042
-522.66,0.0,0.008,40.28,-27.77,0.0531,0.0074
-500.18,0.0,0.013,40.28,-26.59,0.0532,0.0191
-481.12,0.0,0.004,40.27,-25.27,0.0525,0.0231
-460.72,0.0,0.011,40.27,-25.41,0.0552,0.0223
-445.0,0.0,0.001,40.27,-27.4,0.0616,0.0101
-377.71,0.0,0.017,40.25,-34.85,0.0923,0.018
-359.76,0.0,0.017,40.27,-33.92,0.0943,0.0563
-346.72,0.0,0.007,40.24,-30.88,0.0891,0.0999
-340.16,0.0,0.018,40.24,-25.57,0.0752,0.1326
-334.12,0.0,0.002,40.22,-20.71,0.062,0.1405
-340.54,0.0,0.002,40.25,-19.27,0.0566,0.1167
-347.87,0.0,0.021,40.22,-21.13,0.0607,0.0716
-358.34,0.0,0.007,40.22,-24.24,0.0676,0.0251
-359.45,0.0,0.001,40.22,-28.01,0.0779,0.003
-357.66,0.0,0.02,40.22,-31.84,0.089,0.0066
-352.93,0.0,0.007,40.21,-34.91,0.0989,0.03
-343.97,0.0,0.001,40.21,-36.43,0.1059,0.0491
-338.99,0.0,0.017,40.21,-37.58,0.1109,0.0722
-336.22,0.0,0.001,40.22,-35.26,0.1049,0.0905
-341.32,0.0,0.018,40.22,-30.17,0.0884,0.1034
-353.58,0.0,0.013,40.22,-27.53,0.0779,0.1013
-371.27,0.0,0.002,40.23,-23.89,0.0643,0.0837
-389.57,0.0,0.015,40.22,-21.64,0.0555,0.0502
-404.08,0.0,0.006,40.23,-26.44,0.0654,0.0153
-427.71,0.0,0.006,40.18,-37.4,0.0874,0.0016
-436.49,0.0,0.008,40.18,-29.76,0.0682,0.0006
-307.69,0.0,0.004,40.22,-17.02,0.0553,0.0023
-304.81,0.0,0.018,40.2,-19.02,0.0624,0.0116
-298.78,0.0,0.013,40.18,-23.09,0.0773,0.012
-293.28,0.0,0.007,40.17,-26.2,0.0893,0.0065
-282.78,0.0,0.011,40.16,-30.77,0.1088,0.0035
-268.11,0.0,0.01,40.14,-32.13,0.1198,0.0143
-253.15,0.0,0.011,40.15,-33.67,0.133,0.02
-241.89,0.0,0.016,40.16,-28.77,0.1189,0.0389
-234.89,0.0,0.013,40.13,-21.95,0.0935,0.0619
-234.49,0.0,0.012,40.15,-16.81,0.0717,0.0763
-236.72,0.0,0.008,40.13,-13.41,0.0566,0.0904
-239.84,0.0,0.001,40.13,-12.5,0.0521,0.0796
-241.99,0.0,0.005,40.12,-15.49,0.064,0.0637
-243.66,0.0,0.018,40.12,-18.38,0.0754,0.0472
-241.84,0.0,0.016,40.13,-20.44,0.0845,0.0342
-236.29,0.0,0.002,40.16,-27.81,0.1177,0.0309
-231.78,0.0,0.016,40.16,-29.34,0.1266,0.0484
-220.89,0.0,0.005,40.16,-33.27,0.1506,0.063
-211.25,0.0,0.013,40.16,-28.71,0.1359,0.0893
-206.69,0.0,0.008,40.17,-23.28,0.1126,0.1055
-205.12,0.0,0.01,40.17,-18.15,0.0885,0.1093
-205.24,0.0,0.005,40.17,-12.16,0.0592,0.1122
-208.96,0.0,0.002,40.18,-12.2,0.0584,0.079
-214.62,0.0,0.014,40.21,-12.43,0.0579,0.0703
-219.95,0.0,0.001,40.21,-15.44,0.0702,0.0639
-222.82,0.0,0.002,40.21,-19.41,0.0871,0.0608
-224.31,0.0,0.008,40.22,-24.33,0.1084,0.0592
-223.11,0.0,0.021,40.22,-27.67,0.124,0.0702
-214.82,0.0,0.013,40.19,-29.45,0.1371,0.0883
-206.58,0.0,0.011,40.22,-30.32,0.1468,0.097
-197.8,0.0,0.005,40.23,-25.36,0.1282,0.0994
-191.76,0.0,0.009,40.23,-20.54,0.1071,0.0989
-192.72,0.0,0.004,40.24,-13.28,0.0689,0.0903
-199.48,0.0,0.013,40.23,-11.44,0.0573,0.0878
-207.43,0.0,0.005,40.24,-10.68,0.0515,0.0754
-213.81,0.0,0.016,40.23,-13.68,0.064,0.0728
-221.3,0.0,0.018,40.23,-17.66,0.0798,0.0685
-223.63,0.0,0.005,40.25,-22.04,0.0986,0.0671
-219.98,0.0,0.021,40.25,-26.27,0.1194,0.0718
-216.07,0.0,0.007,40.25,-28.79,0.1332,0.0718
-204.75,0.0,0.014,40.25,-30.41,0.1485,0.0764
-196.09,0.0,0.018,40.25,-27.64,0.1409,0.0975
-189.49,0.0,0.009,40.25,-23.35,0.1232,0.0991
-188.12,0.0,0.014,40.24,-16.46,0.0875,0.1022
-191.75,0.0,0.01,40.25,-10.88,0.0568,0.0998
-202.16,0.0,0.003,40.24,-10.9,0.0539,0.0782
-209.66,0.0,0.008,40.22,-11.53,0.055,0.0766
-215.19,0.0,0.002,40.21,-15.64,0.0727,0.0759
-221.4,0.0,0.006,40.21,-20.02,0.0904,0.0681
-219.6,0.0,0.009,40.19,-24.4,0.1111,0.0733
-219.77,0.0,0.001,40.17,-27.09,0.1233,0.073
-210.79,0.0,0.018,40.17,-29.15,0.1383,0.0844
-203.5,0.0,0.013,40.17,-30.18,0.1483,0.093
-194.57,0.0,0.003,40.15,-23.43,0.1204,0.0965
-189.56,0.0,0.008,40.17,-18.59,0.098,0.0973
-189.56,0.0,0.01,40.16,-13.12,0.0692,0.0933
-196.05,0.0,0.002,40.16,-9.65,0.0492,0.0829
-203.28,0.0,0.014,40.16,-10.69,0.0526,0.077
-212.46,0.0,0.016,40.18,-13.96,0.0657,0.0721
-218.62,0.0,0.018,40.14,-17.51,0.0801,0.0739
-221.12,0.0,0.017,40.15,-19.82,0.0896,0.077
-220.92,0.0,0.011,40.16,-25.14,0.1138,0.0753
-215.6,0.0,0.006,40.17,-27.1,0.1257,0.0793
-206.57,0.0,0.016,40.16,-30.23,0.1464,0.0789
-196.22,0.0,0.032,40.19,-27.76,0.1415,0.0911
-190.75,0.0,0.018,40.2,-22.39,0.1174,0.0828
-190.02,0.0,0.002,40.2,-15.65,0.0824,0.0828
-193.88,0.0,0.002,40.21,-11.71,0.0604,0.086
-202.04,0.0,0.001,40.22,-10.36,0.0513,0.0856
-210.57,0.0,0.007,40.2,-10.98,0.0521,0.0971
-216.41,0.0,0.002,40.22,-16.88,0.078,0.0833
-223.26,0.0,0.007,40.23,-19.19,0.086,0.0869
-221.65,0.0,0.008,40.22,-23.58,0.1064,0.0826
-215.87,0.0,0.005,40.22,-27.24,0.1262,0.074
-210.01,0.0,0.014,40.23,-30.95,0.1474,0.0747
-200.65,0.0,0.026,40.22,-29.76,0.1483,0.0881
-192.88,0.0,0.026,40.23,-23.99,0.1244,0.0897
-189.44,0.0,0.005,40.23,-18.16,0.0959,0.1008
-190.14,0.0,0.005,40.25,-14.19,0.0746,0.1036
-197.39,0.0,0.01,40.26,-11.82,0.0599,0.1001
-207.18,0.0,0.004,40.26,-10.78,0.0521,0.0876
-215.97,0.0,0.018,40.27,-12.57,0.0582,0.0784
-222.14,0.0,0.018,40.25,-14.9,0.0671,0.0757
-222.99,0.0,0.02,40.27,-20.79,0.0932,0.066
-219.67,0.0,0.011,40.26,-24.07,0.1096,0.0561
-217.39,0.0,0.003,40.26,-28.06,0.1291,0.0722
-206.63,0.0,0.01,40.29,-29.24,0.1415,0.0852
-194.54,0.0,0.021,40.28,-25.99,0.1336,0.0898
-190.06,0.0,0.008,40.28,-22.48,0.1183,0.1099
-190.58,0.0,0.015,40.28,-14.63,0.0768,0.106
-194.6,0.0,0.02,40.27,-11.52,0.0592,0.1083
-203.61,0.0,0.001,40.27,-9.79,0.0481,0.0843
-211.71,0.0,0.002,40.25,-11.82,0.0558,0.0747
-218.15,0.0,0.001,40.25,-14.43,0.0662,0.0648
-220.43,0.0,0.001,40.24,-18.82,0.0854,0.0655
-222.36,0.0,0.007,40.23,-21.81,0.0981,0.0681
-218.91,0.0,0.001,40.22,-27.08,0.1237,0.0742
-210.43,0.0,0.014,40.23,-28.03,0.1332,0.0837
-199.69,0.0,0.009,40.2,-27.65,0.1385,0.1011
-193.63,0.0,0.017,40.18,-24.89,0.1285,0.099
-189.03,0.0,0.014,40.17,-17.28,0.0914,0.1119
-191.66,0.0,0.005,40.15,-14.16,0.0739,0.1011
-200.01,0.0,0.005,40.14,-9.36,0.0468,0.088
-206.52,0.0,0.014,40.14,-11.35,0.055,0.0757
-214.91,0.0,0.004,40.13,-13.39,0.0623,0.0763
-219.18,0.0,0.017,40.15,-16.67,0.0761,0.0709
-219.41,0.0,0.017,40.12,-21.05,0.0959,0.0734
-219.12,0.0,0.009,40.1,-25.68,0.1172,0.0771
-213.2,0.0,0.026,40.12,-28.59,0.1341,0.0818
-205.08,0.0,0.029,40.12,-28.55,0.1392,0.0833
-197.05,0.0,0.024,40.12,-25.53,0.1296,0.0972
-191.01,0.0,0.017,40.12,-19.44,0.1018,0.0999
-190.35,0.0,0.016,40.12,-14.79,0.0777,0.0966
-196.34,0.0,0.002,40.14,-10.99,0.056,0.0952
-201.63,0.0,0.014,40.15,-11.59,0.0575,0.09
-211.5,0.0,0.004,40.16,-10.88,0.0515,0.0789
-217.46,0.0,0.029,40.18,-15.95,0.0733,0.0685
-221.65,0.0,0.007,40.2,-20.88,0.0942,0.0701
-221.08,0.0,0.009,40.21,-24.71,0.1117,0.074
-219.68,0.0,0.008,40.23,-28.88,0.1315,0.0781
-209.88,0.0,0.005,40.23,-29.56,0.1409,0.0883
-201.93,0.0,0.002,40.24,-27.94,0.1384,0.0927
-194.44,0.0,0.014,40.25,-23.11,0.1189,0.105
-188.75,0.0,0.008,40.25,-17.18,0.091,0.1004
-193.47,0.0,0.005,40.26,-11.87,0.0614,0.0909
-198.7,0.0,0.013,40.26,-10.74,0.0541,0.0873
-206.56,0.0,0.007,40.27,-11.23,0.0544,0.0808
-215.09,0.0,0.011,40.27,-12.58,0.0585,0.0755
-221.52,0.0,0.005,40.28,-18.49,0.0835,0.0677
-224.11,0.0,0.02,40.3,-23.12,0.1031,0.0729
-221.45,0.0,0.021,40.31,-27.06,0.1222,0.0726
-214.7,0.0,0.021,40.28,-29.02,0.1352,0.0781
-203.99,0.0,0.02,40.29,-29.23,0.1433,0.0918
-197.08,0.0,0.005,40.31,-26.08,0.1323,0.0878
-191.22,0.0,0.004,40.32,-19.58,0.1024,0.0956
-190.11,0.0,0.005,40.3,-14.78,0.0777,0.0947
-196.79,0.0,0.009,40.3,-9.63,0.0489,0.0937
-203.94,0.0,0.011,40.29,-8.85,0.0434,0.0819
-211.33,0.0,0.015,40.3,-12.5,0.0591,0.0824
-217.83,0.0,0.002,40.28,-16.07,0.0738,0.0727
-222.55,0.0,0.006,40.27,-19.34,0.0869,0.0719
-221.47,0.0,0.008,40.26,-24.42,0.1102,0.0619
-215.89,0.0,0.014,40.25,-27.63,0.128,0.0724
-208.75,0.0,0.01,40.23,-26.53,0.1271,0.073
-198.94,0.0,0.014,40.2,-27.67,0.1391,0.0841
-190.86,0.0,0.021,40.19,-22.26,0.1166,0.0986
-188.79,0.0,0.011,40.18,-15.63,0.0828,0.0948
-190.61,0.0,0.008,40.17,-10.04,0.0527,0.1008
-200.25,0.0,0.016,40.13,-9.36,0.0467,0.0875
-207.93,0.0,0.001,40.14,-10.81,0.052,0.0869
-215.32,0.0,0.004,40.14,-13.95,0.0648,0.0766
-220.3,0.0,0.01,40.15,-16.71,0.0758,0.0733
-222.07,0.0,0.016,40.13,-22.61,0.1018,0.0761
-220.07,0.0,0.007,40.14,-27.48,0.1249,0.076
-213.06,0.0,0.01,40.14,-30.11,0.1413,0.0813
-204.04,0.0,0.002,40.14,-29.49,0.1445,0.0863
-194.72,0.0,0.013,40.12,-25.64,0.1317,0.103
-188.66,0.0,0.02,40.15,-21.08,0.1117,0.0978
-189.11,0.0,0.007,40.16,-13.79,0.0729,0.1053
-194.35,0.0,0.005,40.15,-10.17,0.0523,0.094
-202.66,0.0,0.012,40.16,-9.26,0.0457,0.0842
-212.7,0.0,0.003,40.19,-12.54,0.0589,0.077
-220.25,0.0,0.002,40.17,-17.63,0.08,0.0772
-221.33,0.0,0.014,40.19,-19.95,0.0901,0.0732
-224.77,0.0,0.004,40.2,-24.85,0.1106,0.0741
-218.65,0.0,0.008,40.24,-29.02,0.1327,0.0753
-210.89,0.0,0.014,40.25,-30.52,0.1447,0.0827
-201.83,0.0,0.016,40.25,-26.95,0.1335,0.0936
-192.39,0.0,0.018,40.26,-22.25,0.1157,0.1045
-191.32,0.0,0.003,40.25,-16.18,0.0846,0.108
-196.99,0.0,0.006,40.27,-10.72,0.0544,0.1008
-199.42,0.0,0.017,40.27,-10.05,0.0504,0.0951
-209.99,0.0,0.005,40.27,-9.99,0.0476,0.0898
-219.78,0.0,0.018,40.27,-13.14,0.0598,0.0771
-221.18,0.0,0.014,40.28,-16.01,0.0724,0.0772
-221.95,0.0,0.007,40.29,-21.35,0.0962,0.0772
-220.02,0.0,0.014,40.29,-26.79,0.1218,0.0747
-214.45,0.0,0.02,40.28,-28.74,0.134,0.0767
-203.41,0.0,0.029,40.27,-28.0,0.1377,0.0726
-198.03,0.0,0.016,40.26,-25.08,0.1267,0.0889
-191.13,0.0,0.005,40.27,-19.97,0.1045,0.0969
-190.93,0.0,0.007,40.26,-13.24,0.0693,0.103
-197.65,0.0,0.021,40.27,-9.49,0.048,0.0913
-206.42,0.0,0.011,40.27,-10.22,0.0495,0.0863
-213.55,0.0,0.018,40.27,-10.89,0.051,0.0774
-220.5,0.0,0.026,40.26,-14.45,0.0655,0.0762
-222.77,0.0,0.01,40.26,-19.53,0.0877,0.0732
-222.97,0.0,0.017,40.27,-23.47,0.1053,0.0684
-217.11,0.0,0.02,40.26,-27.38,0.1261,0.0748
-207.68,0.0,0.004,40.25,-29.26,0.1409,0.077
-198.34,0.0,0.008,40.24,-26.67,0.1344,0.0929
-192.68,0.0,0.002,40.23,-22.63,0.1175,0.1012
-190.7,0.0,0.006,40.23,-15.9,0.0834,0.0976
-197.18,0.0,0.017,40.22,-11.53,0.0585,0.0956
-202.5,0.0,0.004,40.2,-9.65,0.0477,0.0901
-209.78,0.0,0.001,40.19,-10.54,0.0502,0.0914
-217.09,0.0,0.007,40.16,-15.06,0.0694,0.0821
-222.64,0.0,0.002,40.18,-18.09,0.0813,0.0689
-223.29,0.0,0.014,40.16,-22.32,0.1,0.0674
-219.89,0.0,0.009,40.15,-26.25,0.1194,0.0742
-214.38,0.0,0.008,40.16,-29.42,0.1372,0.0779
-202.87,0.0,0.021,40.16,-27.97,0.1379,0.0895
-196.25,0.0,0.002,40.14,-24.93,0.127,0.095
-193.41,0.0,0.014,40.14,-19.4,0.1003,0.0961
-192.53,0.0,0.017,40.15,-14.19,0.0737,0.1049
-199.51,0.0,0.004,40.14,-9.76,0.0489,0.0929
-206.75,0.0,0.005,40.14,-9.01,0.0436,0.0826
-216.48,0.0,0.011,40.15,-12.55,0.058,0.0721
-221.71,0.0,0.013,40.17,-16.54,0.0746,0.0698
-224.03,0.0,0.001,40.16,-20.34,0.0908,0.0673
-223.24,0.0,0.011,40.16,-24.98,0.1119,0.068
-218.84,0.0,0.033,40.18,-27.76,0.1269,0.0777
-210.9,0.0,0.001,40.18,-28.15,0.1335,0.0827
-199.29,0.0,0.003,40.17,-25.82,0.1295,0.0971
-193.78,0.0,0.002,40.17,-21.53,0.1111,0.0997
-190.9,0.0,0.011,40.16,-14.79,0.0775,0.1013
-196.73,0.0,0.002,40.18,-10.32,0.0525,0.0957
-204.53,0.0,0.001,40.2,-9.38,0.0459,0.0778
-214.47,0.0,0.009,40.2,-11.14,0.0519,0.0806
-221.54,0.0,0.009,40.2,-14.27,0.0644,0.0728
-225.91,0.0,0.021,40.19,-18.93,0.0838,0.0699
-223.94,0.0,0.018,40.21,-22.9,0.1023,0.0728
-220.39,0.0,0.006,40.22,-27.8,0.1261,0.0731
-214.15,0.0,0.014,40.22,-29.31,0.1369,0.0799
-203.65,0.0,0.005,40.25,-30.62,0.1504,0.0832
-197.05,0.0,0.018,40.24,-24.56,0.1247,0.0878
-192.15,0.0,0.006,40.27,-20.14,0.1048,0.0928
-194.7,0.0,0.005,40.3,-14.09,0.0724,0.0931
-199.01,0.0,0.002,40.28,-9.94,0.05,0.0834
-208.89,0.0,0.001,40.29,-10.28,0.0492,0.0732
-219.09,0.0,0.014,40.27,-12.58,0.0574,0.0768
-224.24,0.0,0.02,40.28,-16.94,0.0755,0.0776
-224.73,0.0,0.01,40.3,-20.79,0.0925,0.0746
-223.64,0.0,0.002,40.27,-25.28,0.113,0.0727
-218.31,0.0,0.008,40.26,-27.81,0.1274,0.0759
-209.88,0.0,0.017,40.27,-29.83,0.1421,0.0876
-199.96,0.0,0.027,40.25,-26.94,0.1347,0.088
-194.69,0.0,0.024,40.25,-22.23,0.1142,0.0952
-194.43,0.0,0.011,40.25,-15.22,0.0783,0.0948
-197.78,0.0,0.027,40.24,-11.03,0.0558,0.0898
-204.66,0.0,0.015,40.21,-11.04,0.0539,0.0792
-214.04,0.0,0.018,40.21,-11.82,0.0552,0.0784
-221.13,0.0,0.011,40.2,-13.58,0.0614,0.0749
-224.4,0.0,0.015,40.19,-18.23,0.0813,0.0724
-225.97,0.0,0.005,40.16,-22.09,0.0978,0.0715
-222.66,0.0,0.026,40.14,-25.31,0.1137,0.072
-214.33,0.0,0.02,40.13,-28.05,0.1309,0.0842
-204.68,0.0,0.014,40.12,-28.25,0.138,0.0863
-195.22,0.0,0.008,40.13,-23.16,0.1186,0.0887
-193.76,0.0,0.005,40.13,-17.64,0.091,0.0843
-194.39,0.0,0.007,40.13,-12.43,0.0639,0.0882
-204.96,0.0,0.009,40.13,-10.2,0.0498,0.0859
-211.04,0.0,0.005,40.12,-10.97,0.052,0.0839
-219.58,0.0,0.018,40.12,-13.55,0.0617,0.0783
-224.68,0.0,0.013,40.14,-17.95,0.0799,0.0743
-227.28,0.0,0.002,40.16,-23.28,0.1024,0.0752
-225.07,0.0,0.015,40.18,-26.82,0.1191,0.0763
-218.9,0.0,0.011,40.2,-28.92,0.1321,0.0817
-211.39,0.0,0.021,40.2,-29.0,0.1372,0.083
-199.49,0.0,0.017,40.22,-26.94,0.1351,0.0875
-193.64,0.0,0.014,40.22,-21.13,0.1091,0.0957
-195.64,0.0,0.002,40.22,-14.39,0.0735,0.0926
-200.1,0.0,0.005,40.23,-10.61,0.053,0.0849
-208.82,0.0,0.001,40.25,-9.27,0.0444,0.0844
-214.74,0.0,0.004,40.25,-11.7,0.0545,0.0829
-222.27,0.0,0.017,40.25,-15.28,0.0688,0.0714
-224.88,0.0,0.001,40.24,-18.97,0.0843,0.0764
-227.78,0.0,0.006,40.25,-22.65,0.0994,0.0798
-223.5,0.0,0.01,40.25,-28.07,0.1256,0.0704
-214.99,0.0,0.009,40.25,-29.17,0.1357,0.0791
-205.34,0.0,0.001,40.27,-28.25,0.1376,0.0907
-198.74,0.0,0.012,40.27,-23.42,0.1178,0.0912
-195.27,0.0,0.004,40.27,-18.14,0.0929,0.0956
-194.84,0.0,0.013,40.27,-12.68,0.0651,0.1045
-203.06,0.0,0.014,40.27,-10.48,0.0516,0.0891
-213.34,0.0,0.021,40.26,-10.72,0.0502,0.0708
-221.39,0.0,0.008,40.25,-13.29,0.06,0.0792
-225.84,0.0,0.008,40.27,-18.23,0.0807,0.071
-228.75,0.0,0.001,40.26,-22.07,0.0965,0.066
-226.38,0.0,0.011,40.26,-26.12,0.1154,0.0753
-220.24,0.0,0.002,40.27,-30.16,0.1369,0.0745
-212.62,0.0,0.014,40.27,-30.9,0.1453,0.0838
-200.39,0.0,0.026,40.26,-27.21,0.1358,0.0924
-196.56,0.0,0.007,40.25,-20.71,0.1054,0.0986
-195.31,0.0,0.011,40.25,-14.4,0.0738,0.0944
-200.65,0.0,0.005,40.25,-11.73,0.0585,0.09
-208.73,0.0,0.003,40.23,-9.98,0.0478,0.0822
-217.34,0.0,0.008,40.23,-12.41,0.0571,0.0768
-224.19,0.0,0.018,40.22,-14.75,0.0658,0.0705
-228.31,0.0,0.004,40.19,-18.71,0.082,0.0753
-228.59,0.0,0.003,40.18,-24.31,0.1064,0.0672
-223.03,0.0,0.021,40.19,-27.81,0.1247,0.0728
-217.1,0.0,0.024,40.16,-28.76,0.1325,0.0765
-205.23,0.0,0.011,40.17,-28.79,0.1403,0.0811
-197.81,0.0,0.021,40.16,-22.86,0.1156,0.0939
-195.26,0.0,0.012,40.16,-17.49,0.0896,0.094
-199.24,0.0,0.006,40.16,-12.17,0.0611,0.0891
-206.54,0.0,0.007,40.17,-10.64,0.0515,0.0872
-215.43,0.0,0.014,40.17,-12.1,0.0562,0.0812
-224.74,0.0,0.016,40.17,-14.14,0.0629,0.0745
-228.82,0.0,0.014,40.16,-17.43,0.0762,0.0693
-231.16,0.0,0.001,40.16,-22.78,0.0985,0.0619
-226.77,0.0,0.014,40.18,-25.88,0.1141,0.0708
-222.51,0.0,0.017,40.19,-28.09,0.1262,0.0733
-211.96,0.0,0.015,40.2,-29.55,0.1394,0.0725
-202.56,0.0,0.013,40.2,-26.22,0.1295,0.087
-198.0,0.0,0.006,40.2,-20.14,0.1017,0.0965
-196.12,0.0,0.023,40.21,-15.46,0.0788,0.1002
-203.45,0.0,0.014,40.21,-10.35,0.0508,0.091
-209.61,0.0,0.004,40.21,-12.46,0.0594,0.0858
-218.2,0.0,0.022,40.24,-11.32,0.0519,0.0816
-226.85,0.0,0.005,40.22,-14.89,0.0656,0.0737
-229.38,0.0,0.008,40.24,-19.55,0.0853,0.0676
-228.72,0.0,0.003,40.25,-22.67,0.0991,0.0694
-224.93,0.0,0.001,40.24,-26.04,0.1158,0.0649
-215.66,0.0,0.008,40.26,-30.13,0.1397,0.0747
-206.06,0.0,0.018,40.26,-28.79,0.1397,0.0897
-196.95,0.0,0.015,40.26,-23.8,0.1209,0.1009
-195.91,0.0,0.006,40.27,-18.28,0.0933,0.0955
-200.95,0.0,0.007,40.25,-13.38,0.0666,0.0983
-204.76,0.0,0.024,40.27,-10.38,0.0507,0.0931
-214.5,0.0,0.001,40.28,-12.77,0.0595,0.0852
-221.68,0.0,0.01,40.28,-13.86,0.0625,0.0774
-227.67,0.0,0.007,40.27,-18.26,0.0802,0.0654
-229.4,0.0,0.001,40.29,-21.27,0.0927,0.0639
-225.67,0.0,0.016,40.29,-25.32,0.1122,0.0692
-219.21,0.0,0.013,40.29,-27.97,0.1276,0.0714
-211.84,0.0,0.008,40.26,-29.94,0.1413,0.0837
-201.13,0.0,0.009,40.28,-26.92,0.1338,0.0896
-194.73,0.0,0.02,40.26,-20.41,0.1048,0.1013
-198.41,0.0,0.012,40.26,-15.32,0.0772,0.0984
-202.35,0.0,0.008,40.25,-11.44,0.0565,0.0901
