FZ,SR,SA,V,FX,NFX,NFY
-193.31,0.0,0.016,40.28,-21.26,0.11,0.1098
-198.2,0.0,0.004,40.29,-15.52,0.0783,0.1043
-206.75,0.0,0.001,40.29,-13.85,0.067,0.0958
-218.48,0.0,0.017,40.28,-15.25,0.0698,0.1002
-227.97,0.0,0.01,40.29,-17.95,0.0787,0.0978
-233.22,0.0,0.007,40.28,-21.08,0.0904,0.0952
-232.7,0.0,0.015,40.31,-24.63,0.1058,0.0975
-232.8,0.0,0.002,40.3,-28.43,0.1221,0.0904
-221.61,0.0,0.006,40.29,-30.12,0.1359,0.0968
-209.75,0.0,0.023,40.28,-30.36,0.1447,0.0954
-197.79,0.0,0.003,40.27,-27.22,0.1376,0.1062
-191.69,0.0,0.006,40.26,-22.82,0.119,0.1056
-193.2,0.0,0.001,40.26,-18.02,0.0933,0.1037
-200.75,0.0,0.02,40.26,-14.24,0.0709,0.1044
-209.88,0.0,0.024,40.25,-13.97,0.0666,0.1054
-222.08,0.0,0.018,40.23,-16.26,0.0732,0.0969
-229.68,0.0,0.008,40.23,-19.09,0.0831,0.1012
-234.42,0.0,0.011,40.2,-21.67,0.0925,0.1012
-232.76,0.0,0.004,40.21,-25.06,0.1077,0.097
-225.02,0.0,0.017,40.17,-29.13,0.1295,0.098
-216.0,0.0,0.03,40.17,-29.82,0.1381,0.0948
-202.62,0.0,0.001,40.15,-28.26,0.1395,0.0969
-193.94,0.0,0.021,40.14,-25.9,0.1335,0.1073
-191.5,0.0,0.009,40.13,-20.03,0.1046,0.109
-195.72,0.0,0.01,40.15,-15.66,0.08,0.1131
-204.65,0.0,0.018,40.13,-14.4,0.0704,0.1078
-214.8,0.0,0.018,40.13,-15.82,0.0737,0.106
-225.01,0.0,0.023,40.15,-18.23,0.081,0.1037
-232.21,0.0,0.009,40.16,-20.42,0.0879,0.0923
-234.44,0.0,0.004,40.16,-24.23,0.1034,0.095
-233.15,0.0,0.021,40.15,-27.89,0.1196,0.0909
-222.78,0.0,0.011,40.16,-30.52,0.137,0.0957
-209.03,0.0,0.009,40.14,-30.92,0.1479,0.0972
-200.36,0.0,0.024,40.16,-29.01,0.1448,0.0998
-191.74,0.0,0.021,40.14,-22.69,0.1184,0.1134
-193.88,0.0,0.007,40.17,-18.7,0.0964,0.1144
-198.08,0.0,0.016,40.16,-16.3,0.0823,0.1165
-209.06,0.0,0.011,40.17,-14.4,0.0689,0.1078
-220.57,0.0,0.027,40.18,-15.56,0.0705,0.1044
-228.78,0.0,0.017,40.17,-17.71,0.0774,0.0976
-233.52,0.0,0.006,40.18,-22.22,0.0952,0.0937
-232.02,0.0,0.002,40.2,-25.22,0.1087,0.0934
-224.03,0.0,0.01,40.21,-28.98,0.1294,0.0955
-216.02,0.0,0.018,40.22,-31.19,0.1444,0.0961
-204.13,0.0,0.001,40.22,-30.17,0.1478,0.1028
-193.28,0.0,0.015,40.25,-27.0,0.1397,0.1158
-191.2,0.0,0.014,40.25,-21.49,0.1124,0.1204
-196.03,0.0,0.007,40.25,-16.45,0.0839,0.1075
-203.32,0.0,0.001,40.25,-14.93,0.0734,0.1061
-215.79,0.0,0.013,40.25,-14.97,0.0694,0.0979
-223.71,0.0,0.004,40.26,-15.77,0.0705,0.0913
-228.98,0.0,0.009,40.26,-17.79,0.0777,0.0919
-232.57,0.0,0.003,40.27,-23.41,0.1007,0.0848
-232.73,0.0,0.004,40.28,-26.5,0.1138,0.0868
-225.78,0.0,0.016,40.27,-30.52,0.1352,0.0862
-217.48,0.0,0.011,40.28,-29.8,0.137,0.0903
-213.34,0.0,0.014,40.27,-28.73,0.1347,0.089
-212.82,0.0,0.021,40.26,-23.77,0.1117,0.096
-218.24,0.0,0.01,40.27,-18.28,0.0838,0.0991
-231.02,0.0,0.002,40.27,-16.56,0.0717,0.1046
-242.79,0.0,0.02,40.26,-16.45,0.0678,0.1178
-253.4,0.0,0.001,40.26,-15.5,0.0612,0.1095
-261.76,0.0,0.006,40.27,-19.5,0.0745,0.0997
-269.8,0.0,0.004,40.25,-24.23,0.0898,0.0762
-273.8,0.0,0.01,40.25,-27.99,0.1022,0.0571
-275.7,0.0,0.024,40.25,-31.15,0.113,0.0474
-273.91,0.0,0.011,40.24,-33.09,0.1208,0.0549
-268.65,0.0,0.014,40.24,-33.18,0.1235,0.0667
-268.51,0.0,0.003,40.22,-31.39,0.1169,0.0867
-274.44,0.0,0.017,40.19,-26.06,0.095,0.0924
-289.65,0.0,0.006,40.19,-20.91,0.0722,0.0945
-304.86,0.0,0.001,40.19,-19.15,0.0628,0.0883
-321.25,0.0,0.017,40.17,-19.84,0.0617,0.0744
-336.76,0.0,0.001,40.15,-22.22,0.066,0.0618
-346.2,0.0,0.009,40.16,-25.59,0.0739,0.0462
-356.38,0.0,0.008,40.16,-29.87,0.0838,0.0363
-359.42,0.0,0.011,40.17,-34.39,0.0957,0.0336
-357.73,0.0,0.007,40.14,-36.5,0.102,0.0376
-352.94,0.0,0.029,40.15,-37.47,0.1062,0.041
-349.69,0.0,0.009,40.14,-35.7,0.1021,0.0507
-348.54,0.0,0.016,40.13,-31.74,0.0911,0.0561
-356.5,0.0,0.01,40.13,-26.55,0.0745,0.0575
-373.7,0.0,0.012,40.14,-21.87,0.0585,0.0521
-390.3,0.0,0.007,40.13,-20.01,0.0513,0.0471
-404.53,0.0,0.007,40.14,-22.65,0.056,0.04
-412.91,0.0,0.011,40.16,-25.54,0.0618,0.0288
-417.59,0.0,0.013,40.17,-30.92,0.074,0.0231
-418.1,0.0,0.008,40.18,-33.78,0.0808,0.0217
-416.78,0.0,0.002,40.16,-39.08,0.0938,0.019
-408.92,0.0,0.007,40.17,-41.14,0.1006,0.0207
-398.06,0.0,0.021,40.19,-37.89,0.0952,0.0336
-396.08,0.0,0.008,40.17,-34.57,0.0873,0.037
-397.49,0.0,0.021,40.18,-29.32,0.0738,0.0461
-405.78,0.0,0.002,40.22,-25.8,0.0636,0.0473
-418.62,0.0,0.018,40.23,-24.05,0.0575,0.0409
-432.39,0.0,0.008,40.23,-24.04,0.0556,0.0263
-441.43,0.0,0.008,40.22,-26.92,0.061,0.0214
-445.4,0.0,0.003,40.25,-30.77,0.0691,0.0151
-445.46,0.0,0.004,40.24,-35.26,0.0792,0.0166
-441.53,0.0,0.009,40.25,-39.18,0.0887,0.0145
-433.03,0.0,0.008,40.25,-40.84,0.0943,0.0203
-422.38,0.0,0.009,40.26,-41.73,0.0988,0.0267
-412.46,0.0,0.014,40.27,-38.14,0.0925,0.0386
-405.81,0.0,0.011,40.27,-33.32,0.0821,0.0395
-408.17,0.0,0.007,40.27,-27.84,0.0682,0.0378
-421.56,0.0,0.003,40.26,-23.01,0.0546,0.0287
-435.19,0.0,0.008,40.26,-22.39,0.0514,0.0238
-442.31,0.0,0.013,40.26,-25.0,0.0565,0.0142
-452.82,0.0,0.029,40.25,-27.72,0.0612,0.013
-454.42,0.0,0.01,40.27,-30.15,0.0664,0.0186
-451.29,0.0,0.001,40.27,-36.82,0.0816,0.0211
-444.86,0.0,0.014,40.27,-39.85,0.0896,0.0237
-432.87,0.0,0.008,40.26,-40.52,0.0936,0.0278
-420.24,0.0,0.017,40.25,-39.31,0.0935,0.0306
-409.42,0.0,0.007,40.23,-35.07,0.0857,0.0258
-405.97,0.0,0.006,40.23,-30.81,0.0759,0.024
-415.65,0.0,0.002,40.21,-24.43,0.0588,0.0214
-427.81,0.0,0.014,40.21,-23.09,0.054,0.0193
-440.98,0.0,0.014,40.19,-23.53,0.0534,0.0222
-450.77,0.0,0.02,40.17,-25.17,0.0558,0.0242
-454.31,0.0,0.029,40.16,-30.91,0.068,0.0246
-454.96,0.0,0.002,40.16,-35.11,0.0772,0.0255
-447.56,0.0,0.008,40.17,-39.14,0.0875,0.0254
-436.91,0.0,0.002,40.14,-41.35,0.0946,0.0243
-420.29,0.0,0.014,40.16,-41.16,0.0979,0.0237
-410.13,0.0,0.013,40.16,-36.66,0.0894,0.0198
-403.97,0.0,0.017,40.15,-31.82,0.0788,0.022
-409.92,0.0,0.004,40.14,-27.31,0.0666,0.0218
-419.09,0.0,0.007,40.13,-24.52,0.0585,0.025
-432.2,0.0,0.004,40.12,-23.45,0.0542,0.0295
-443.5,0.0,0.01,40.13,-26.32,0.0594,0.0297
-451.79,0.0,0.011,40.12,-28.6,0.0633,0.032
-452.61,0.0,0.007,40.12,-32.58,0.072,0.028
-446.41,0.0,0.011,40.13,-35.53,0.0796,0.0265
-435.59,0.0,0.006,40.13,-39.56,0.0908,0.0236
-424.5,0.0,0.001,40.13,-40.38,0.0951,0.0205
-407.25,0.0,0.013,40.16,-39.58,0.0972,0.0216
-403.44,0.0,0.009,40.16,-34.5,0.0855,0.024
-402.62,0.0,0.002,40.17,-30.92,0.0768,0.0283
-409.63,0.0,0.012,40.21,-25.75,0.0629,0.0316
-424.4,0.0,0.002,40.22,-25.6,0.0603,0.0338
-435.4,0.0,0.032,40.23,-26.21,0.0602,0.0362
-444.58,0.0,0.002,40.24,-29.07,0.0654,0.0325
-447.48,0.0,0.011,40.25,-31.12,0.0695,0.0283
-445.68,0.0,0.008,40.25,-36.31,0.0815,0.0255
-440.23,0.0,0.004,40.25,-38.84,0.0882,0.0226
-428.42,0.0,0.001,40.25,-39.67,0.0926,0.0228
-413.44,0.0,0.005,40.25,-39.21,0.0948,0.0201
-400.89,0.0,0.003,40.27,-36.88,0.092,0.0229
-398.79,0.0,0.021,40.28,-31.09,0.078,0.0291
-402.02,0.0,0.017,40.27,-25.48,0.0634,0.0331
-414.44,0.0,0.006,40.29,-24.06,0.0581,0.0385
-428.07,0.0,0.007,40.28,-24.13,0.0564,0.0312
-437.91,0.0,0.008,40.27,-26.85,0.0613,0.029
-445.33,0.0,0.02,40.27,-30.1,0.0676,0.0296
-443.98,0.0,0.021,40.27,-33.24,0.0749,0.0239
-439.15,0.0,0.015,40.28,-36.5,0.0831,0.018
-430.5,0.0,0.014,40.25,-41.2,0.0957,0.0152
-418.64,0.0,0.014,40.26,-41.29,0.0986,0.0198
-405.25,0.0,0.011,40.27,-38.29,0.0945,0.025
-399.61,0.0,0.018,40.26,-34.29,0.0858,0.0313
-399.17,0.0,0.002,40.26,-29.61,0.0742,0.035
-407.55,0.0,0.004,40.24,-24.6,0.0604,0.0351
-421.23,0.0,0.03,40.23,-22.03,0.0523,0.0298
-435.01,0.0,0.002,40.22,-24.72,0.0568,0.0268
-442.25,0.0,0.014,40.23,-26.77,0.0605,0.0224
-443.4,0.0,0.011,40.21,-30.17,0.068,0.0218
-443.75,0.0,0.007,40.19,-33.97,0.0766,0.0188
-434.82,0.0,0.02,40.2,-39.26,0.0903,0.0208
-422.21,0.0,0.004,40.16,-41.3,0.0978,0.0245
-410.13,0.0,0.01,40.18,-42.03,0.1025,0.032
-398.96,0.0,0.014,40.18,-37.2,0.0932,0.0386
-395.56,0.0,0.017,40.17,-33.51,0.0847,0.039
-401.94,0.0,0.006,40.17,-26.82,0.0667,0.0336
-412.34,0.0,0.032,40.17,-23.09,0.056,0.0326
-425.73,0.0,0.005,40.17,-24.27,0.057,0.0267
-436.58,0.0,0.002,40.16,-26.29,0.0602,0.0217
-443.48,0.0,0.018,40.15,-29.18,0.0658,0.0183
-443.78,0.0,0.021,40.14,-33.22,0.0749,0.0268
-437.72,0.0,0.014,40.14,-36.46,0.0833,0.0262
-430.94,0.0,0.001,40.13,-39.5,0.0917,0.0292
-417.59,0.0,0.029,40.14,-39.45,0.0945,0.0309
-404.7,0.0,0.008,40.14,-37.95,0.0938,0.0352
-397.04,0.0,0.001,40.16,-34.37,0.0866,0.037
-396.12,0.0,0.013,40.15,-27.95,0.0705,0.0333
-405.96,0.0,0.009,40.14,-25.3,0.0623,0.028
-416.68,0.0,0.008,40.16,-23.13,0.0555,0.0255
-429.53,0.0,0.007,40.16,-25.17,0.0586,0.0234
-440.22,0.0,0.021,40.17,-26.79,0.0609,0.0239
-443.35,0.0,0.005,40.18,-31.7,0.0715,0.029
-441.04,0.0,0.018,40.2,-35.23,0.0799,0.0303
-436.03,0.0,0.001,40.21,-37.74,0.0865,0.0311
-424.44,0.0,0.002,40.24,-43.37,0.1022,0.0322
-409.21,0.0,0.016,40.25,-41.62,0.1017,0.0346
-400.84,0.0,0.021,40.25,-37.81,0.0943,0.0276
-396.12,0.0,0.008,40.28,-32.16,0.0812,0.0276
-403.43,0.0,0.016,40.27,-27.8,0.0689,0.0291
-413.82,0.0,0.009,40.3,-24.76,0.0598,0.0269
-425.0,0.0,0.009,40.3,-23.05,0.0542,0.0309
-437.58,0.0,0.008,40.3,-26.6,0.0608,0.0283
-443.97,0.0,0.001,40.3,-29.58,0.0666,0.0271
-442.18,0.0,0.011,40.29,-32.69,0.0739,0.0304
-439.14,0.0,0.009,40.29,-37.3,0.0849,0.0256
-429.72,0.0,0.016,40.27,-39.51,0.0919,0.0271
-415.93,0.0,0.002,40.29,-40.7,0.0979,0.025
-401.52,0.0,0.005,40.27,-37.84,0.0942,0.024
-397.48,0.0,0.017,40.27,-32.47,0.0817,0.0248
-396.73,0.0,0.016,40.26,-26.15,0.0659,0.0298
-408.11,0.0,0.003,40.25,-22.12,0.0542,0.0316
-421.69,0.0,0.011,40.25,-22.98,0.0545,0.0306
-432.39,0.0,0.003,40.23,-23.63,0.0547,0.0286
-439.45,0.0,0.01,40.21,-26.79,0.061,0.0277
-443.27,0.0,0.011,40.19,-31.55,0.0712,0.0297
-440.84,0.0,0.001,40.2,-34.67,0.0786,0.0264
-432.96,0.0,0.011,40.17,-39.23,0.0906,0.0256
-420.84,0.0,0.001,40.17,-40.32,0.0958,0.0234
-406.59,0.0,0.01,40.15,-40.49,0.0996,0.0281
-397.76,0.0,0.002,40.15,-37.34,0.0939,0.0296
-397.99,0.0,0.004,40.13,-29.92,0.0752,0.034
-402.95,0.0,0.005,40.15,-26.25,0.0652,0.0358
-416.4,0.0,0.016,40.15,-22.81,0.0548,0.0389
-427.49,0.0,0.006,40.14,-22.9,0.0536,0.0327
-438.74,0.0,0.004,40.14,-27.42,0.0625,0.0296
-443.06,0.0,0.027,40.15,-29.7,0.067,0.0315
-443.45,0.0,0.011,40.13,-34.91,0.0787,0.0237
-436.71,0.0,0.008,40.14,-37.72,0.0864,0.0239
-427.53,0.0,0.002,40.14,-41.29,0.0966,0.0268
-414.01,0.0,0.006,40.16,-42.21,0.1019,0.0254
-404.19,0.0,0.013,40.15,-38.24,0.0946,0.0272
-396.89,0.0,0.016,40.17,-33.82,0.0852,0.0338
-403.75,0.0,0.005,40.17,-28.78,0.0713,0.0295
-412.15,0.0,0.02,40.19,-25.55,0.062,0.0371
-422.84,0.0,0.003,40.16,-23.28,0.0551,0.0331
-435.26,0.0,0.018,40.2,-25.04,0.0575,0.0292
-441.39,0.0,0.014,40.2,-28.18,0.0638,0.0302
-442.89,0.0,0.002,40.22,-31.32,0.0707,0.0242
-441.14,0.0,0.014,40.22,-36.61,0.083,0.0237
-432.92,0.0,0.014,40.25,-39.4,0.091,0.026
-420.95,0.0,0.006,40.25,-40.9,0.0971,0.0226
-408.88,0.0,0.024,40.25,-39.81,0.0974,0.0285
-400.3,0.0,0.006,40.26,-35.41,0.0885,0.0294
-398.06,0.0,0.011,40.26,-31.97,0.0803,0.0349
-404.34,0.0,0.002,40.27,-25.97,0.0642,0.0374
-418.94,0.0,0.005,40.27,-24.08,0.0575,0.0306
-429.27,0.0,0.011,40.27,-23.34,0.0544,0.0276
-438.44,0.0,0.008,40.27,-25.49,0.0581,0.0249
-445.81,0.0,0.016,40.3,-29.76,0.0667,0.0223
-446.9,0.0,0.016,40.29,-33.56,0.0751,0.0207
-439.05,0.0,0.005,40.28,-38.42,0.0875,0.0211
-428.1,0.0,0.001,40.27,-40.2,0.0939,0.0235
-412.27,0.0,0.039,40.27,-39.72,0.0964,0.027
-400.91,0.0,0.014,40.28,-36.7,0.0915,0.03
-396.32,0.0,0.007,40.28,-32.83,0.0828,0.0333
-401.17,0.0,0.028,40.28,-27.25,0.0679,0.0314
-411.8,0.0,0.005,40.28,-23.1,0.0561,0.0289
-423.58,0.0,0.005,40.27,-22.89,0.054,0.0263
-436.17,0.0,0.007,40.26,-25.87,0.0593,0.0248
-440.96,0.0,0.008,40.25,-27.78,0.063,0.025
-445.2,0.0,0.004,40.25,-32.55,0.0731,0.0258
-440.47,0.0,0.023,40.24,-35.77,0.0812,0.0264
-431.52,0.0,0.014,40.22,-39.54,0.0916,0.0252
-418.49,0.0,0.009,40.22,-39.88,0.0953,0.0264
-407.14,0.0,0.017,40.19,-39.49,0.097,0.0317
-396.37,0.0,0.029,40.17,-35.08,0.0885,0.0321
-397.53,0.0,0.001,40.15,-28.64,0.072,0.0314
-406.63,0.0,0.002,40.14,-24.59,0.0605,0.0321
-418.67,0.0,0.011,40.12,-23.93,0.0572,0.0287
-429.98,0.0,0.013,40.12,-24.85,0.0578,0.029
-438.01,0.0,0.027,40.11,-27.43,0.0626,0.0281
-442.75,0.0,0.007,40.11,-31.66,0.0715,0.0286
-441.33,0.0,0.02,40.09,-34.79,0.0788,0.0258
-434.51,0.0,0.002,40.1,-38.69,0.089,0.0255
-423.07,0.0,0.001,40.08,-40.48,0.0957,0.0266
-409.35,0.0,0.001,40.08,-41.23,0.1007,0.028
-400.84,0.0,0.018,40.08,-36.3,0.0906,0.0296
-395.7,0.0,0.014,40.11,-32.33,0.0817,0.0342
-402.61,0.0,0.015,40.13,-28.66,0.0712,0.0331
-414.29,0.0,0.008,40.17,-25.62,0.0618,0.0286
-425.26,0.0,0.005,40.18,-24.72,0.0581,0.0276
-436.29,0.0,0.015,40.21,-26.32,0.0603,0.0266
-441.59,0.0,0.005,40.24,-29.99,0.0679,0.0277
-442.43,0.0,0.029,40.22,-33.25,0.0751,0.024
-438.98,0.0,0.005,40.24,-35.51,0.0809,0.0235
-431.11,0.0,0.024,40.24,-39.79,0.0923,0.0234
-419.52,0.0,0.014,40.23,-42.06,0.1003,0.0259
-404.14,0.0,0.014,40.24,-39.89,0.0987,0.0306
-399.87,0.0,0.002,40.25,-33.82,0.0846,0.0326
-399.7,0.0,0.012,40.23,-29.03,0.0726,0.0317
-406.3,0.0,0.002,40.23,-23.23,0.0572,0.0317
-418.22,0.0,0.008,40.24,-22.97,0.0549,0.0307
-430.32,0.0,0.003,40.24,-23.9,0.0555,0.0274
-438.07,0.0,0.001,40.24,-27.06,0.0618,0.0243
-441.65,0.0,0.004,40.24,-31.13,0.0705,0.0269
-441.36,0.0,0.002,40.24,-33.82,0.0766,0.0279
-434.54,0.0,0.01,40.25,-37.99,0.0874,0.0267
-423.56,0.0,0.005,40.25,-40.73,0.0962,0.0274
-407.81,0.0,0.008,40.25,-40.12,0.0984,0.0285
-400.71,0.0,0.003,40.25,-35.85,0.0895,0.0283
-398.04,0.0,0.011,40.25,-31.34,0.0787,0.0297
-403.47,0.0,0.023,40.25,-26.14,0.0648,0.0321
-415.67,0.0,0.005,40.27,-25.31,0.0609,0.0324
-425.37,0.0,0.014,40.26,-24.43,0.0574,0.0256
-435.75,0.0,0.009,40.26,-25.06,0.0575,0.0272
-442.41,0.0,0.026,40.25,-30.11,0.0681,0.0279
-443.15,0.0,0.006,40.25,-34.34,0.0775,0.0249
-438.16,0.0,0.01,40.24,-36.62,0.0836,0.0236
-430.9,0.0,0.004,40.24,-40.04,0.0929,0.027
-417.18,0.0,0.002,40.23,-42.2,0.1012,0.0286
-404.89,0.0,0.01,40.21,-38.65,0.0955,0.0279
-396.38,0.0,0.021,40.2,-33.04,0.0834,0.0311
-397.94,0.0,0.007,40.21,-28.49,0.0716,0.0327
-407.94,0.0,0.013,40.2,-24.61,0.0603,0.0294
-420.88,0.0,0.007,40.18,-23.28,0.0553,0.0309
-433.56,0.0,0.024,40.17,-24.06,0.0555,0.0262
-439.35,0.0,0.001,40.18,-26.51,0.0603,0.0287
-444.05,0.0,0.01,40.18,-31.02,0.0699,0.0272
-441.42,0.0,0.011,40.19,-35.93,0.0814,0.0256
-432.16,0.0,0.021,40.17,-39.95,0.0924,0.0224
-421.72,0.0,0.021,40.17,-41.31,0.0979,0.0259
-408.81,0.0,0.02,40.16,-40.81,0.0998,0.0256
-401.31,0.0,0.012,40.18,-37.92,0.0945,0.0275
-396.94,0.0,0.017,40.18,-31.85,0.0802,0.033
-405.75,0.0,0.006,40.18,-26.96,0.0665,0.0302
-414.4,0.0,0.005,40.18,-23.8,0.0574,0.0324
-428.52,0.0,0.002,40.2,-24.69,0.0576,0.0275
-438.15,0.0,0.009,40.2,-27.13,0.0619,0.0275
-442.6,0.0,0.011,40.2,-30.28,0.0684,0.0238
-444.23,0.0,0.01,40.21,-31.76,0.0715,0.0245
-439.72,0.0,0.011,40.22,-36.76,0.0836,0.0255
-429.57,0.0,0.025,40.2,-40.2,0.0936,0.026
-416.92,0.0,0.014,40.21,-39.74,0.0953,0.0257
-404.08,0.0,0.005,40.23,-38.25,0.0947,0.0272
-397.81,0.0,0.001,40.23,-33.42,0.084,0.0308
-400.94,0.0,0.002,40.25,-27.93,0.0697,0.0324
-410.25,0.0,0.013,40.25,-24.19,0.059,0.0323
-422.35,0.0,0.011,40.25,-23.39,0.0554,0.0329
-433.57,0.0,0.004,40.25,-25.16,0.058,0.0277
-440.51,0.0,0.017,40.25,-29.12,0.0661,0.0277
-442.37,0.0,0.024,40.27,-32.93,0.0744,0.027
-442.53,0.0,0.026,40.25,-35.35,0.0799,0.0276
-432.82,0.0,0.035,40.26,-38.41,0.0888,0.0253
-420.28,0.0,0.009,40.27,-40.75,0.097,0.0258
-407.29,0.0,0.005,40.27,-39.56,0.0971,0.0247
-399.34,0.0,0.014,40.26,-36.09,0.0904,0.0287
-396.35,0.0,0.01,40.25,-29.79,0.0752,0.0346
-403.77,0.0,0.02,40.25,-27.49,0.0681,0.0337
-415.09,0.0,0.018,40.26,-23.8,0.0573,0.0309
-429.03,0.0,0.005,40.26,-24.83,0.0579,0.0306
-439.34,0.0,0.018,40.27,-27.69,0.063,0.0302
-443.77,0.0,0.021,40.27,-30.84,0.0695,0.0237
-442.27,0.0,0.021,40.25,-34.64,0.0783,0.0246
-435.7,0.0,0.008,40.26,-38.02,0.0873,0.0236
-426.06,0.0,0.013,40.26,-39.95,0.0938,0.0263
-411.88,0.0,0.015,40.25,-40.55,0.0985,0.0293
-401.21,0.0,0.011,40.24,-36.99,0.0922,0.0292
-396.17,0.0,0.02,40.24,-32.59,0.0823,0.0337
-399.69,0.0,0.016,40.21,-28.07,0.0702,0.0374
-409.2,0.0,0.011,40.22,-24.63,0.0602,0.0323
-423.76,0.0,0.001,40.2,-22.62,0.0534,0.0295
-433.34,0.0,0.002,40.2,-26.29,0.0607,0.0264
-444.36,0.0,0.017,40.22,-29.8,0.0671,0.028
-444.76,0.0,0.002,40.2,-32.12,0.0722,0.0271
-442.11,0.0,0.017,40.19,-36.89,0.0834,0.0236
-430.19,0.0,0.023,40.18,-38.3,0.089,0.0254
-420.17,0.0,0.002,40.19,-40.04,0.0953,0.0264
-406.71,0.0,0.008,40.2,-39.13,0.0962,0.0269
-397.91,0.0,0.012,40.19,-34.16,0.0859,0.0314
-400.67,0.0,0.02,40.19,-28.26,0.0705,0.0325
-405.84,0.0,0.008,40.18,-24.06,0.0593,0.0329
-417.94,0.0,0.014,40.16,-23.24,0.0556,0.0339
-431.2,0.0,0.002,40.17,-24.17,0.056,0.0293
-439.56,0.0,0.01,40.16,-27.16,0.0618,0.0281
-444.62,0.0,0.011,40.17,-30.58,0.0688,0.0239
-442.43,0.0,0.008,40.17,-34.22,0.0774,0.0251
-435.7,0.0,0.017,40.17,-39.51,0.0907,0.024
-427.37,0.0,0.027,40.18,-40.06,0.0937,0.026
-411.77,0.0,0.002,40.18,-39.02,0.0948,0.0283
-402.6,0.0,0.004,40.22,-37.11,0.0922,0.0326
-397.38,0.0,0.001,40.21,-31.33,0.0788,0.0334
-401.73,0.0,0.023,40.22,-27.5,0.0685,0.0363
-412.22,0.0,0.01,40.23,-24.05,0.0583,0.0337
-424.44,0.0,0.011,40.25,-24.53,0.0578,0.0279
-435.45,0.0,0.002,40.24,-26.03,0.0598,0.0251
-441.56,0.0,0.001,40.24,-30.24,0.0685,0.026
-442.24,0.0,0.014,40.25,-33.23,0.0751,0.0266
-439.04,0.0,0.002,40.23,-37.29,0.0849,0.0273
-429.73,0.0,0.002,40.24,-40.74,0.0948,0.0276
-418.39,0.0,0.002,40.25,-40.56,0.097,0.028
-406.14,0.0,0.013,40.22,-39.37,0.0969,0.0306
-397.8,0.0,0.001,40.25,-32.9,0.0827,0.0319
-397.03,0.0,0.006,40.24,-28.81,0.0726,0.0302
-407.85,0.0,0.014,40.25,-24.76,0.0607,0.0322
-418.5,0.0,0.01,40.25,-22.71,0.0543,0.0316
-430.39,0.0,0.016,40.24,-25.56,0.0594,0.0245
-439.01,0.0,0.021,40.23,-28.41,0.0647,0.0234
-445.99,0.0,0.008,40.25,-31.7,0.0711,0.0207
-444.27,0.0,0.005,40.25,-35.34,0.0795,0.0219
-437.35,0.0,0.016,40.25,-38.01,0.0869,0.0279
-425.49,0.0,0.01,40.25,-40.48,0.0951,0.0282
-412.24,0.0,0.002,40.25,-39.44,0.0957,0.028
-401.88,0.0,0.007,40.24,-36.54,0.0909,0.0324
-396.76,0.0,0.01,40.21,-32.57,0.0821,0.0314
-401.89,0.0,0.002,40.22,-26.56,0.0661,0.0307
-413.01,0.0,0.011,40.2,-24.91,0.0603,0.0293
-424.66,0.0,0.001,40.21,-24.43,0.0575,0.0259
-434.37,0.0,0.007,40.19,-27.42,0.0631,0.023
-445.5,0.0,0.012,40.18,-29.59,0.0664,0.0252
-444.97,0.0,0.006,40.18,-33.67,0.0757,0.0256
-440.71,0.0,0.009,40.16,-34.7,0.0787,0.0254
-434.52,0.0,0.01,40.15,-38.81,0.0893,0.028
-419.44,0.0,0.001,40.16,-40.59,0.0968,0.025
-405.5,0.0,0.006,40.16,-38.39,0.0947,0.0275
-399.33,0.0,0.011,40.15,-34.26,0.0858,0.0273
-401.19,0.0,0.008,40.13,-27.82,0.0693,0.0329
-408.15,0.0,0.01,40.14,-24.75,0.0606,0.0258
-420.35,0.0,0.007,40.12,-23.96,0.057,0.0275
-434.3,0.0,0.007,40.14,-24.86,0.0572,0.0277
-440.07,0.0,0.007,40.15,-28.54,0.0649,0.0282
-443.94,0.0,0.001,40.14,-32.1,0.0723,0.0271
-441.62,0.0,0.02,40.15,-35.73,0.0809,0.0295
-434.94,0.0,0.021,40.15,-38.42,0.0883,0.028
-422.97,0.0,0.018,40.16,-41.16,0.0973,0.0283
-410.61,0.0,0.014,40.17,-40.82,0.0994,0.0252
-399.57,0.0,0.01,40.16,-36.03,0.0902,0.0234
-397.71,0.0,0.003,40.18,-31.74,0.0798,0.0296
-404.4,0.0,0.023,40.2,-26.32,0.0651,0.0285
-415.39,0.0,0.014,40.2,-23.94,0.0576,0.0295
-427.06,0.0,0.02,40.2,-24.86,0.0582,0.0264
-438.75,0.0,0.023,40.22,-27.0,0.0615,0.0293
-444.01,0.0,0.004,40.23,-30.67,0.0691,0.0306
-445.98,0.0,0.014,40.24,-33.52,0.0752,0.0304
-439.86,0.0,0.003,40.24,-37.46,0.0852,0.0257
-429.58,0.0,0.003,40.26,-39.12,0.0911,0.0273
-418.65,0.0,0.024,40.25,-42.37,0.1012,0.0237
-405.13,0.0,0.008,40.25,-38.54,0.0951,0.0276
-398.33,0.0,0.017,40.25,-34.15,0.0857,0.0272
-398.12,0.0,0.021,40.27,-29.48,0.0741,0.0277
-409.78,0.0,0.018,40.28,-26.26,0.0641,0.0319
-424.11,0.0,0.008,40.29,-24.8,0.0585,0.0298
